house_age,location_risk,roof_type,past_claims,property_value,risk
9,0.4658128070202485,2,2,523915,0.38890640351012423
39,0.8359980637812094,2,4,275324,0.8139990318906047
18,0.23579209395920986,2,1,985114,0.24989604697960494
4,0.7760002070354295,2,1,758653,0.46400010351771476
25,0.4053101830857434,3,0,743784,0.30265509154287173
14,0.6018553836620085,3,2,603150,0.47692769183100425
9,0.6325405332263061,1,0,943521,0.352270266613153
26,0.37284863718893446,2,1,605180,0.3504243185944672
2,0.5126152052058052,2,1,509824,0.3243076026029026
20,0.413031174647697,2,3,490857,0.4665155873238485
28,0.06913278618661944,3,4,297345,0.38656639309330976
47,0.43716538881682654,2,1,903051,0.46658269440841327
7,0.09739339255355217,3,0,702294,0.07669669627677608
44,0.4050207990803215,2,0,870759,0.37851039954016075
8,0.5929183998317819,2,4,318980,0.568459199915891
47,0.5794148993435008,1,4,574869,0.7177074496717504
35,0.6626212790083204,2,3,376923,0.6513106395041602
14,0.09526150795462629,2,2,544256,0.22363075397731313
17,0.6521232455304379,1,0,850190,0.39406162276521894
36,0.3121480566964471,3,4,549541,0.5400740283482235
40,0.3990459461371111,3,0,609163,0.3595229730685556
4,0.8579862539227058,2,4,908062,0.684993126961353
2,0.009030404129550251,3,1,992007,0.07251520206477513
6,0.5884126333406055,2,0,739724,0.31820631667030275
42,0.5987139801001076,1,1,767538,0.5273569900500538
4,0.396659776343562,1,0,513151,0.214329888171781
29,0.23702785710833618,2,2,909216,0.3545139285541681
18,0.2346740382615511,1,3,778387,0.36933701913077555
26,0.8837096696607526,1,1,551069,0.6058548348303763
44,0.4420243737828575,2,4,998599,0.6370121868914288
34,0.33088936298917193,2,2,167359,0.42144468149458597
10,0.44877757383140304,1,0,303460,0.26438878691570156
36,0.6693904014593614,3,1,965040,0.5386952007296807
14,0.1457565682447517,3,0,377255,0.12887828412237584
31,0.4494338352137377,2,0,263384,0.34871691760686885
48,0.5878843711103869,2,0,884681,0.4859421855551935
15,0.9485833548514337,3,3,386305,0.7142916774257169
8,0.25252778207541926,1,3,991255,0.3382638910377096
14,0.35925074791624556,3,4,230466,0.47562537395812277
23,0.3793585899224238,3,1,429457,0.3416792949612119
40,0.6055381576448828,3,2,281446,0.5827690788224414
21,0.35673205304000166,3,2,517230,0.38236602652000085
16,0.5335119252996956,2,2,704596,0.4507559626498478
45,0.7817903298450294,2,0,932821,0.5708951649225147
18,0.7053855941122036,1,3,865523,0.6046927970561017
47,0.44636864651258557,1,1,511377,0.4711843232562928
24,0.8642161776741689,1,0,732088,0.5281080888370845
26,0.5581402495938629,1,3,500706,0.5630701247969314
25,0.5399058395022125,3,3,481691,0.5499529197511063
45,0.03418776593915818,2,1,862557,0.25709388296957914
41,0.9866929803571616,2,1,124502,0.7173464901785808
29,0.12297080852962672,1,1,135757,0.23748540426481335
15,0.2311309124276466,1,0,927543,0.1755654562138233
45,0.05169683724152696,3,4,722561,0.4458484186207635
1,0.6400029668369137,3,1,682933,0.38400148341845686
25,0.22470117697268,1,4,996650,0.45235058848634
7,0.1800104374727235,2,0,421199,0.11800521873636174
9,0.08855558422324139,2,4,219815,0.32027779211162066
24,0.10330895712401567,2,2,784266,0.26765447856200786
1,0.5846707004425887,1,4,463170,0.5363353502212944
44,0.6882078658665954,2,1,432336,0.5801039329332978
8,0.397378988464401,3,0,281549,0.2306894942322005
24,0.4798970815920732,3,1,267973,0.3959485407960366
11,0.6859677359829841,1,2,846631,0.5069838679914921
17,0.017379790185479638,3,1,152021,0.13668989509273982
8,0.32313065707027855,1,1,129092,0.25356532853513924
35,0.9730977480703464,2,1,468987,0.6865488740351732
35,0.580112229695468,2,3,757191,0.610056114847734
33,0.25422457989749325,2,2,412865,0.37911228994874663
5,0.5217300466362131,3,1,390655,0.3408650233181066
42,0.34265348812091534,1,1,172782,0.39932674406045765
39,0.5322449888262991,2,1,983435,0.4821224944131496
41,0.12574151180664883,1,0,942000,0.22687075590332442
28,0.13271465381927738,2,3,464206,0.35835732690963873
7,0.14354236203939286,3,0,990733,0.09977118101969643
9,0.9398197919268417,3,3,413651,0.6859098959634209
8,0.7328989183413418,1,1,748565,0.4584494591706709
12,0.1623818946623209,3,2,754287,0.24919094733116043
34,0.18834908376560144,3,4,307580,0.4701745418828007
33,0.7308294748708763,1,4,869032,0.7374147374354382
48,0.15616384479217393,2,1,724416,0.33008192239608697
23,0.23456129333482867,3,0,372827,0.20928064666741436
24,0.963346832820399,1,2,647952,0.6976734164101995
37,0.25530652472843185,3,3,726652,0.4556532623642159
35,0.6616323503711468,3,1,875372,0.5308161751855733
44,0.9786312874005304,3,2,264244,0.7853156437002652
40,0.37429676713979265,3,2,576857,0.46714838356989635
22,0.017515990862062236,1,3,164340,0.27675799543103113
27,0.24414729042237426,1,2,711524,0.3500736452111871
35,0.8308771913417055,1,0,111017,0.5554385956708527
1,0.8646088359550367,3,0,923045,0.43630441797751834
35,0.7685193645237912,3,0,886167,0.5242596822618956
37,0.11310981907657303,3,2,654636,0.3245549095382865
47,0.7955103716964032,1,0,509664,0.5857551858482015
14,0.9186777969935043,3,3,371635,0.6953388984967521
3,0.6006095425462361,2,2,309720,0.43230477127311806
1,0.9408753563380648,3,4,221070,0.7144376781690325
5,0.8268388837118774,2,2,851917,0.5534194418559387
26,0.6669715169909073,3,3,945191,0.6174857584954536
14,0.5771852367117482,1,4,362512,0.5845926183558741
39,0.3485736672419705,3,2,135010,0.45028683362098526
27,0.15928744524280514,2,0,660139,0.18764372262140258
9,0.6049539226905408,2,1,747049,0.3984769613452704
15,0.3181115536181195,3,1,878928,0.27905577680905974
15,0.8664386675276454,2,0,786296,0.4932193337638227
26,0.9933369373586285,2,1,703146,0.6606684686793142
42,0.7524277626155725,1,1,691293,0.6042138813077863
13,0.09048169528705075,3,0,137493,0.09724084764352538
32,0.2886855955306381,3,0,825155,0.27234279776531906
39,0.10910963176574973,3,2,791750,0.3305548158828749
49,0.6505116477917158,2,2,634580,0.6412558238958579
32,0.7651908645557847,3,0,978809,0.5105954322778923
4,0.9256748308807118,3,3,783725,0.6588374154403559
30,0.43817234641198766,1,1,623238,0.3990861732059938
37,0.9013756495884443,1,2,201735,0.7186878247942222
23,0.8778911590413275,1,1,647200,0.5909455795206637
39,0.3171957167653986,2,4,180771,0.5545978583826994
45,0.868900625540571,3,0,811932,0.6144503127702855
15,0.3756722518817265,1,3,731581,0.42783612594086323
43,0.2968692745602808,1,4,199083,0.5604346372801404
29,0.6490746587943931,1,4,737943,0.6805373293971965
36,0.32838122788508106,3,4,721747,0.5481906139425405
13,0.6302087483291442,3,0,498750,0.3671043741645721
32,0.6098318054986945,3,2,847365,0.5529159027493473
7,0.5634389273484588,2,0,332682,0.3097194636742294
22,0.3804197042327977,2,2,528886,0.39820985211639887
28,0.5484997216514768,1,4,329171,0.6262498608257384
2,0.5964854749854216,3,4,473839,0.5462427374927108
42,0.5456868884954734,1,3,267558,0.6208434442477367
45,0.44441945275120154,3,2,396412,0.5222097263756008
6,0.01466705704626381,3,4,207338,0.2713335285231319
28,0.587061707701151,3,1,574551,0.46553085385057547
28,0.16844438514271964,2,3,388480,0.3762221925713598
44,0.6425759689471896,2,0,890073,0.4972879844735948
44,0.759344327922866,3,3,187132,0.7356721639614331
20,0.5004453091307415,1,1,395103,0.39022265456537075
30,0.5423636649797383,3,2,244378,0.5111818324898691
11,0.9514785596659912,3,0,277254,0.5197392798329956
28,0.8471673613725742,1,0,698411,0.5355836806862871
25,0.9142365159514699,3,2,549542,0.677118257975735
39,0.8137662883195864,1,3,852255,0.7428831441597933
33,0.10891834184673144,2,4,645786,0.4264591709233657
1,0.1489918559701947,2,3,694486,0.25849592798509735
27,0.5266237972689596,1,1,600585,0.43131189863447983
13,0.24606965879799825,2,4,127197,0.4150348293989991
41,0.47669547504115917,2,3,776079,0.5823477375205796
3,0.3943653238183502,1,2,208775,0.3291826619091751
39,0.5494142384304533,2,1,911464,0.4907071192152267
6,0.7468757161358227,3,1,946056,0.4574378580679114
8,0.7154909070992744,3,1,964609,0.44974545354963724
27,0.5212341324853343,1,4,928396,0.6086170662426672
9,0.8223934188170581,2,0,785388,0.447196709408529
37,0.43086209153803334,3,4,211030,0.6034310457690166
33,0.8967142898401224,3,3,416790,0.7603571449200611
42,0.07128027005516391,2,0,967619,0.20364013502758196
44,0.9546600300333075,2,3,501752,0.8333300150166537
24,0.6546930814313482,3,0,741687,0.4233465407156741
15,0.3800745089372053,3,4,156747,0.49003725446860263
32,0.19715412657287734,1,1,145712,0.28657706328643867
32,0.4791832294435999,1,2,499489,0.48759161472179996
24,0.19455832318530097,3,1,433964,0.2532791615926505
41,0.16633160774314215,1,4,225342,0.48716580387157105
49,0.6173517574129742,3,0,715516,0.5046758787064871
49,0.5230847245817847,3,1,436497,0.5175423622908923
12,0.6700960346109417,1,4,587707,0.6230480173054709
39,0.9296058774219892,1,3,192091,0.8008029387109946
2,0.5322602133390402,2,2,448058,0.3941301066695201
3,0.5809320532627977,2,1,281902,0.3624660266313989
49,0.08962633915494211,2,0,993150,0.24081316957747106
37,0.7176357859086295,3,3,510343,0.6868178929543148
49,0.3999052068041562,1,4,346222,0.6359526034020782
17,0.9767252386625789,3,2,314560,0.6763626193312895
49,0.8231740155956603,1,0,635827,0.6075870077978301
2,0.5224810405161183,3,4,802121,0.5092405202580592
2,0.12322265417216605,2,4,932651,0.309611327086083
28,0.8594157932805891,2,1,375478,0.6017078966402946
23,0.7997810954240216,2,1,894335,0.5518905477120108
37,0.184585129537033,3,0,521743,0.2402925647685165
32,0.2952782892203101,1,4,614906,0.515639144610155
33,0.7934072581478373,1,1,682296,0.5887036290739187
1,0.18522844654740966,2,2,576492,0.21661422327370483
19,0.9177524891713773,2,2,461462,0.6548762445856886
2,0.4245274251963619,2,4,519924,0.46026371259818094
44,0.08703896258765864,2,1,766220,0.2795194812938293
26,0.8157486435042809,1,0,167300,0.5118743217521404
32,0.3735096830383876,3,0,491407,0.3147548415191938
6,0.526499194153781,3,0,907274,0.2872495970768905
32,0.11230434441121917,3,2,291285,0.3041521722056096
4,0.002584014844982385,3,1,928804,0.07729200742249119
11,0.6379852057932976,2,1,476460,0.4229926028966488
17,0.5151751703337316,2,2,198971,0.4455875851668658
38,0.5935385691231472,2,0,138744,0.4487692845615736
24,0.7937438503805163,3,0,478226,0.49287192519025813
5,0.6466059134228601,2,4,419586,0.5833029567114301
34,0.17477344282737717,2,3,710278,0.4033867214136886
6,0.3607725191105998,1,1,469061,0.26438625955529993
22,0.9058911047877604,1,1,334975,0.6009455523938801
11,0.7699447002516789,2,1,627938,0.48897235012583945
48,0.5566370579367172,1,3,669405,0.6503185289683586
16,0.2556449978092723,1,4,977676,0.43182249890463614
33,0.30206050183479505,2,3,889622,0.4630302509173975
9,0.7319580675856345,2,0,148113,0.40197903379281724
6,0.8511742608527708,2,0,239861,0.44958713042638543
16,0.6714246695306144,2,1,132125,0.4597123347653072
29,0.8095299757684418,3,2,329767,0.6407649878842209
3,0.766656135200406,3,1,492144,0.455328067600203
20,0.14970396795695773,2,2,790778,0.2748519839784789
36,0.423944812913302,1,3,998336,0.535972406456651
19,0.15298380082856267,2,0,278157,0.15249190041428135
26,0.2352355848019848,2,2,643056,0.34161779240099244
3,0.8692596246510526,1,3,805321,0.6266298123255263
19,0.47289196563318214,3,0,443243,0.3124459828165911
20,0.5353581018426609,2,2,353807,0.46767905092133044
32,0.17844596522777212,2,1,783245,0.27722298261388606
7,0.312271786048796,3,1,711709,0.244135893024398
41,0.23024616842786993,3,1,816442,0.339123084213935
33,0.20618616451842642,1,3,893327,0.4150930822592132
40,0.6379607933159701,3,1,281383,0.5389803966579851
39,0.2568838476457148,3,4,844854,0.5244419238228575
18,0.6320154860204185,3,0,298139,0.38800774301020924
40,0.058454614108553904,1,3,171017,0.369227307054277
1,0.14177439352710186,3,1,910364,0.13488719676355093
11,0.2745402540001254,3,0,645648,0.1812701270000627
28,0.5970469168956917,1,2,941279,0.5305234584478459
25,0.675841245087376,3,1,602394,0.49792062254368796
23,0.4427169667795271,3,0,714653,0.3133584833897636
31,0.44579091457722897,1,4,709756,0.5868954572886145
30,0.7245168513986181,2,2,357137,0.6022584256993091
42,0.01582109176558244,1,4,401075,0.4159105458827912
35,0.34109002447422054,3,0,155823,0.3105450122371103
7,0.8187070571192328,3,4,924464,0.6773535285596164
16,0.6032194102133722,3,0,871279,0.3656097051066861
26,0.3372271327554204,1,0,836786,0.27261356637771017
48,0.9055247923296739,3,4,118807,0.884762396164837
49,0.7726227274493825,3,0,763431,0.5823113637246913
2,0.2648954472367334,1,1,677701,0.2004477236183667
1,0.6452898375257169,2,0,781509,0.32664491876285845
48,0.5957507281889567,2,3,639828,0.6698753640944783
12,0.4011879140389827,3,0,856572,0.24859395701949133
5,0.36695607920480067,1,3,170248,0.38347803960240034
37,0.34356047477570395,3,0,352515,0.319780237387852
32,0.6171557833956468,1,0,847097,0.4365778916978234
9,0.4424099364806695,1,4,210494,0.4972049682403347
41,0.831863113251422,2,1,873931,0.639931556625711
35,0.6696026161339619,2,1,709723,0.5348013080669809
19,0.06993160570943413,1,2,644075,0.23096580285471707
48,0.6401682238281661,3,4,383126,0.7520841119140831
16,0.2711474365001848,2,4,350768,0.4395737182500924
3,0.5928119916534227,3,1,646894,0.36840599582671135
20,0.6801319311034514,2,4,882920,0.6600659655517258
24,0.23082918915401207,2,1,872783,0.271414594577006
33,0.45685864488036865,3,4,333867,0.6004293224401843
24,0.1903248628190678,2,0,212223,0.1911624314095339
11,0.05233887578650831,2,1,671224,0.13016943789325416
49,0.3784764234858691,3,1,717574,0.44523821174293454
8,0.362944271845992,2,3,661669,0.393472135922996
36,0.995480490704257,2,4,483609,0.8817402453521285
38,0.44635235119764216,2,4,914506,0.6151761755988211
40,0.3335695494722004,3,1,513811,0.38678477473610023
20,0.5804750067166746,1,0,668482,0.3702375033583373
35,0.08876739410776846,3,0,804737,0.18438369705388422
48,0.9616657359548132,1,0,388997,0.6728328679774066
25,0.6349600455910331,2,4,435863,0.6574800227955165
35,0.7548378199408478,1,3,251733,0.6974189099704239
25,0.17047793817391754,3,1,623512,0.24523896908695877
29,0.4094778530052039,3,2,805853,0.44073892650260194
18,0.42268911339618953,2,3,743012,0.46334455669809477
46,0.8218064439010868,1,2,337777,0.7149032219505435
18,0.0012366797594094425,2,3,267567,0.2526183398797047
2,0.30085310835325507,2,0,113703,0.15842655417662754
35,0.9812363743443039,3,4,158453,0.870618187172152
16,0.4748865435062186,1,2,712766,0.4214432717531093
41,0.38252628024400825,1,3,601738,0.5352631401220042
36,0.11982900201764635,1,4,919593,0.4439145010088231
33,0.9741646286280156,1,2,287063,0.7390823143140078
4,0.02002635592582447,2,1,476440,0.08601317796291223
33,0.7371802250072431,2,3,338411,0.6805901125036216
14,0.7685998047885084,3,1,502932,0.5002999023942543
21,0.24365671606386663,2,0,919781,0.20582835803193333
48,0.6715584436130373,2,1,671386,0.5877792218065186
20,0.09292914437938993,3,1,470579,0.18646457218969498
8,0.25704726643207987,3,3,151990,0.34052363321603996
7,0.787901988292265,3,0,431065,0.4219509941461325
3,0.8646861920335402,2,1,791898,0.5043430960167701
17,0.6084864126597913,2,4,724860,0.6122432063298957
33,0.5068384318204826,3,2,861269,0.5054192159102413
48,0.1593040206189803,3,1,369357,0.33165201030949015
12,0.06310903307915017,3,0,224693,0.07955451653957508
22,0.11764902847355863,2,1,275295,0.20682451423677933
22,0.22735730009609878,2,2,978087,0.3216786500480494
46,0.34167450189692083,1,0,885786,0.3548372509484604
30,0.3809095255109872,2,3,430515,0.4904547627554936
38,0.34632176858900354,2,0,168274,0.3251608842945018
38,0.2390553321972656,2,3,994285,0.4515276660986328
45,0.5097242467516981,3,0,366278,0.43486212337584906
8,0.8252861082328968,2,2,977860,0.5646430541164484
27,0.2797035384714792,3,2,663889,0.3678517692357396
27,0.9423870191022331,1,0,960321,0.5791935095511166
34,0.8733366617238478,1,1,377834,0.6326683308619239
21,0.1617642113521096,3,2,364053,0.2848821056760548
30,0.7862759567570945,3,3,453383,0.6931379783785473
33,0.5745873823177666,3,3,442176,0.5992936911588833
28,0.5665753621714186,2,4,636350,0.6352876810857092
47,0.3910427630581744,1,3,437530,0.5635213815290872
33,0.5011529991820097,3,4,848597,0.6225764995910048
5,0.39717877742921104,2,0,790091,0.21858938871460554
48,0.5397326187599428,1,0,236225,0.4618663093799714
19,0.6279500527726358,2,0,241553,0.3899750263863179
4,0.6743038064090484,1,1,199270,0.4131519032045242
35,0.5324811925594262,2,1,952857,0.46624059627971304
49,0.7214220673287317,1,4,818960,0.7967110336643659
17,0.1412780492755058,1,3,709269,0.3186390246377529
44,0.21198249090223853,2,3,728758,0.46199124545111925
28,0.8187350040742701,3,0,783565,0.5213675020371351
30,0.3225279778464152,1,2,188887,0.4012639889232076
29,0.022893824976120247,3,1,443686,0.1874469124880601
46,0.1537911496680311,2,1,935544,0.32089557483401554
6,0.22361443449631124,3,0,242012,0.13580721724815562
35,0.9573228878945872,3,1,945442,0.6786614439472937
41,0.5730414289308493,3,0,832154,0.45052071446542463
37,0.9327307404762548,3,4,386629,0.8543653702381274
24,0.5751633504966249,3,3,713587,0.5635816752483125
29,0.4793544401378518,1,2,617537,0.4756772200689259
49,0.31372769119409605,1,3,992016,0.532863845597048
46,0.6063709444333756,1,3,494283,0.6671854722166878
31,0.13919802461752984,2,4,907039,0.4335990123087649
35,0.898261627292706,3,1,340491,0.649130813646353
33,0.8293324051412837,1,2,685885,0.6666662025706419
21,0.31753144787673704,2,1,357808,0.30276572393836854
32,0.9527975276012943,1,3,960986,0.7843987638006472
23,0.8252007674155681,1,0,867842,0.504600383707784
33,0.6663068858350397,3,3,901619,0.6451534429175199
3,0.12176191112527479,2,1,858271,0.1328809555626374
18,0.4782340230480723,3,3,890417,0.49111701152403614
25,0.5061075548467509,3,0,798412,0.3530537774233754
42,0.2325513583653801,1,4,250635,0.52427567918269
31,0.07996539435930194,3,1,802682,0.22398269717965097
3,0.7767236304716927,2,3,816605,0.5803618152358463
40,0.12203505212439503,3,1,937946,0.28101752606219754
46,0.5942907505617747,3,4,380752,0.7211453752808874
24,0.9364491738836606,3,3,957759,0.7442245869418302
32,0.8761051925980425,1,3,812585,0.7460525962990213
47,0.27775262374926113,2,1,567210,0.38687631187463056
22,0.8514486375512653,1,1,352773,0.5737243187756327
23,0.0003325061204894064,1,0,379365,0.09216625306024472
2,0.01768780961325722,1,4,934938,0.2568439048066286
27,0.602553163842865,1,0,907400,0.40927658192143246
42,0.3647982191445295,1,3,489821,0.5303991095722648
2,0.38646084115914714,2,1,313678,0.2612304205795736
26,0.5644410906788825,3,3,521153,0.5662205453394412
17,0.19178245559186058,1,3,555651,0.3438912277959303
40,0.21175535066547835,1,2,280580,0.3858776753327392
33,0.4846015870188647,2,2,886064,0.49430079350943235
9,0.754253544343863,2,3,619911,0.5931267721719315
43,0.6194977514075877,3,1,272903,0.5417488757037938
48,0.2973550482368389,2,3,536149,0.5206775241184194
39,0.4303371775089212,3,2,540523,0.4911685887544606
29,0.1706647585499984,1,1,803700,0.2613323792749992
42,0.07462981433708171,1,3,202951,0.3853149071685409
26,0.7826960407441492,3,4,994738,0.7353480203720746
35,0.2653874091881946,2,4,405745,0.5126937045940972
25,0.1777663878512482,3,3,831316,0.3688831939256241
24,0.6916180555693193,2,1,172178,0.5018090277846596
13,0.618051674287186,1,3,316383,0.541025837143593
7,0.6331896260134641,2,3,259826,0.524594813006732
36,0.22889460484661361,3,2,169893,0.3784473024233068
45,0.232645538562681,3,4,448943,0.5363227692813405
20,0.22080262978563914,1,2,613223,0.3104013148928196
1,0.1737525956622945,2,2,934799,0.21087629783114725
8,0.6557236725616563,2,3,375345,0.5398618362808282
46,0.8480158852494014,2,2,375375,0.7280079426247007
16,0.7243174696766612,1,4,356682,0.6661587348383307
14,0.7920936337605432,2,2,338886,0.5720468168802717
12,0.4047984290851998,3,4,535711,0.4903992145425999
23,0.6540757953719981,2,2,514384,0.5390378976859991
15,0.35423624044477453,1,4,525840,0.47711812022238725
28,0.52550462196864,2,2,241707,0.49475231098432004
34,0.4816348465348623,2,2,634252,0.49681742326743117
2,0.1768871451438544,3,1,521001,0.1564435725719272
32,0.3870787603356308,2,4,850406,0.5615393801678155
23,0.963822275482351,3,4,838157,0.8139111377411755
22,0.24858025771494208,3,4,840150,0.45229012885747105
25,0.13380373627948872,1,0,832288,0.16690186813974436
22,0.4185806216239353,3,2,112336,0.41729031081196766
22,0.7903377358601481,3,4,963907,0.723168867930074
49,0.5821482297799723,1,0,520628,0.48707411488998614
42,0.6809748272382445,3,1,182212,0.5684874136191223
6,0.1896948481746772,1,4,961811,0.3588474240873386
15,0.6189481930077215,2,4,145591,0.6094740965038608
43,0.32350039491147375,1,0,948182,0.33375019745573686
37,0.8343033659547675,3,2,977080,0.6851516829773837
33,0.6292988060107362,1,1,982566,0.5066494030053681
8,0.1988562777752959,3,4,528670,0.3714281388876479
44,0.06461667984408614,2,2,722825,0.3283083399220431
44,0.042633209287032736,1,1,949104,0.25731660464351636
5,0.37140856765014074,2,3,389372,0.3857042838250704
39,0.2658511366543135,3,3,114429,0.46892556832715676
4,0.646090123462508,3,1,184294,0.39904506173125404
6,0.4993338349786183,2,0,477721,0.27366691748930916
45,0.2660192780053807,1,1,284087,0.37300963900269035
32,0.14923777795017612,1,1,974506,0.26261888897508806
30,0.1271997626874496,3,0,431080,0.1835998813437248
47,0.8646603921404177,2,0,311979,0.6203301960702088
35,0.24347796840486724,2,2,943810,0.3817389842024336
40,0.6517106479109683,1,2,137310,0.6058553239554842
16,0.8106859279862663,1,0,726115,0.46934296399313313
13,0.6140813111847361,1,3,299899,0.539040655592368
42,0.8595652316469458,2,3,528472,0.777782615823473
30,0.3923937215284745,1,1,307500,0.37619686076423725
19,0.9562221906489483,1,4,199862,0.7941110953244741
17,0.13314500417809694,3,1,401033,0.19457250208904847
19,0.1021495296575381,1,1,413572,0.18707476482876906
28,0.6586921462074435,1,4,472646,0.6813460731037217
26,0.9428311414132617,2,0,530423,0.5754155707066309
37,0.8088834616363281,2,3,674543,0.732441730818164
26,0.07641685943805143,3,1,467968,0.20220842971902572
23,0.2793677139347164,1,4,322603,0.4716838569673582
9,0.9303188848378237,3,2,891841,0.6211594424189119
12,0.25305843280078455,2,1,142438,0.23452921640039226
1,0.7811704237869193,3,3,341482,0.5745852118934596
1,0.8251321959287038,2,0,865598,0.4165660979643519
47,0.4954521034609818,3,1,885372,0.4957260517304909
34,0.3863489098483155,3,1,894301,0.38917445492415775
32,0.45012443241975963,1,4,594476,0.5930622162098798
48,0.22696469436536415,3,2,812222,0.4254823471826821
25,0.8893909161288442,1,2,581153,0.6646954580644221
40,0.4506196567297579,1,0,912390,0.385309828364879
45,0.8824594404560998,1,3,307374,0.80122972022805
1,0.10569347990627409,1,0,851690,0.05684673995313705
16,0.9882752710001314,3,1,781505,0.6181376355000656
39,0.44327308744361826,2,1,437766,0.43763654372180916
5,0.04783082039410547,2,2,601955,0.16391541019705275
22,0.038021848237454914,2,3,650730,0.2870109241187275
29,0.7462072574818386,3,4,181948,0.7291036287409193
3,0.6590355342036808,1,3,354657,0.5215177671018404
12,0.8021305581275875,2,1,387740,0.5090652790637937
26,0.10536753395280596,3,4,700079,0.39668376697640295
16,0.03557086703554835,1,3,666694,0.26178543351777417
37,0.5085792894475785,2,3,140524,0.5822896447237892
22,0.38759523148276953,1,4,254404,0.5217976157413847
29,0.46194693667095577,2,1,210160,0.4069734683354779
14,0.991588408870274,2,3,246836,0.7317942044351371
28,0.9707499576706702,2,4,782923,0.8373749788353351
5,0.9423153896731928,1,1,580891,0.5511576948365964
47,0.7838426767676738,3,4,267442,0.8199213383838369
49,0.3548413602568904,1,4,891494,0.6134206801284452
30,0.4121309302627716,2,3,668933,0.5060654651313858
46,0.5496160437189245,1,1,484903,0.5188080218594623
5,0.8305344564048399,3,3,369388,0.61526722820242
12,0.06871283251826776,1,0,860769,0.08235641625913388
16,0.4242968858848881,3,0,881608,0.27614844294244406
26,0.08261766345926869,3,1,185501,0.20530883172963435
26,0.5146575865735116,1,4,217450,0.6013287932867558
48,0.8989008240062354,2,3,819831,0.8214504120031176
21,0.7824849245639379,3,3,865893,0.6552424622819689
39,0.22784241754310997,1,1,379100,0.329921208771555
36,0.9759908495987925,3,1,592134,0.6919954247993962
33,0.6673503980464284,2,0,300658,0.4656751990232142
30,0.010427699397403067,1,2,640997,0.24521384969870152
37,0.2554134846852195,1,1,836618,0.3357067423426098
23,0.26071329991991654,1,2,480572,0.3423566499599583
10,0.06925430628585993,2,1,377354,0.13462715314292997
5,0.959826518075929,3,4,988513,0.7399132590379645
36,0.47825529457592375,1,4,269746,0.6231276472879619
34,0.895814597371882,3,0,618467,0.583907298685941
31,0.32221550344462835,3,0,200025,0.2851077517223142
10,0.12523357043282712,2,2,510949,0.22261678521641357
19,0.4743361099062139,1,1,251152,0.37316805495310695
32,0.11395663471431716,3,3,595416,0.3649783173571586
1,0.4860155029775399,1,0,284484,0.24700775148876997
5,0.9202971812194077,1,3,290043,0.6601485906097039
45,0.5207681418342127,2,3,946278,0.6203840709171063
4,0.6164997268950835,1,1,165480,0.38424986344754175
16,0.1566384369738083,1,2,867128,0.26231921848690415
24,0.043735625879969486,3,1,415104,0.17786781293998474
16,0.11080796217980704,2,0,334622,0.11940398108990352
2,0.5985315756843657,1,3,534368,0.48726578784218283
49,0.09501169899230466,3,1,520466,0.30350584949615234
